feature_name|feature_class|state_name|map_name|prim_lat_dec|prim_long_dec
Molo Mountain|Summit|California|Emigrant Lake|38.234531|-119.6569281
Broken Finger Peak|Summit|California|Mount Morgan|37.4044099|-118.7167076
Red Top Mountain|Summit|California|Mount Ritter|37.637102|-119.1348023
Tower Peak|Summit|California|Tower Peak|38.1444625|-119.5477203
Fresno Dome|Summit|California|White Chief Mountain|37.4544047|-119.5360061
Baker Mountain|Summit|California|Tucker Mountain|36.7103953|-119.1439233
Whale Rock|Pillar|California|Miramonte|36.7338363|-119.0703893
Hawksbeak Peak|Summit|California|Tower Peak|38.1525394|-119.5080866
Las Paredes|Ridge|California|La Cima|36.0196887|-120.052752
El Capitan Moraine|Ridge|California|El Capitan|37.723729|-119.6344935
Coville Ridge|Ridge|California|Telescope Peak|36.2411185|-117.0317443
Ash Peaks Ridge|Ridge|California|Giant Forest|36.5622509|-118.8226088
Silliman Crest|Ridge|California|Mount Silliman|36.6432941|-118.6968756
Iowa Hill Divide|Ridge|California|Westville|39.1516164|-120.7343299
Mount Jenkins|Summit|California|Owens Peak|35.7087127|-117.9927111
Jakes Peak|Summit|California|Emerald Bay|38.9700026|-120.1223728
Covington Mountain|Summit|California|Tehachapi South|35.0143522|-118.4745762
Centennial Peak|Summit|California|Mount Brewer|36.6276586|-118.4903719
Mount Nunn|Summit|California|Soldier Pass|37.2841217|-117.9930497
Eagle Rock|Summit|California|Smith Mountain|36.0563108|-120.6100641
Trimmer Peak|Summit|California|Freel Peak|38.8714349|-119.9229022
Eureka Peak|Summit|California|East of Waucoba Spring|37.0259352|-117.7873969
Pothole Dome|Summit|California|Falls Ridge|37.8803681|-119.3934693
Puppy Dome|Summit|California|Tioga Pass|37.8753252|-119.3455601
North Mountain|Summit|California|Cherry Lake South|37.9025365|-119.8968994
Arrowhead Spire|Pillar|California|Yosemite Falls|37.757425|-119.5884987
Eagle Tower|Pillar|California|Yosemite Falls|37.7543695|-119.6032217
Lost Arrow|Pillar|California|Yosemite Falls|37.7563139|-119.5940546
Jones Point|Summit|California|Cherry Lake South|37.8755317|-119.976363
Watkins Pinnacles|Pillar|California|Yosemite Falls|37.7665914|-119.5243288
Olmstead Point|Summit|California|Tenaya Lake|37.8093466|-119.4845319
Bridalveil Moraine|Ridge|California|El Capitan|37.717144|-119.656821
Devils Dance Floor|Summit|California|El Capitan|37.7393652|-119.7359933
K P Pinnacle|Pillar|California|El Capitan|37.734926|-119.6415562
Crow Peak|Summit|California|Wawona|37.5086165|-119.7360658
Mount Bruce|Summit|California|Sing Peak|37.5962152|-119.4934511
Jump Off Point|Summit|California|Mammoth Pool Dam|37.2675081|-119.2650481
Lookout Point|Summit|California|Mammoth Pool Dam|37.3041574|-119.2869738
Greys Mountain|Summit|California|White Chief Mountain|37.4049399|-119.524437
Cahoon Rock|Summit|California|Silver City|36.378775|-118.6899613
Trafton Mountain|Summit|California|Benton Hot Springs|37.8516204|-118.5671636
Haiwee Ridge|Ridge|California|Haiwee Reservoirs|36.1501619|-117.9115604
Munger Peak|Summit|California|The Sphinx|36.8742572|-118.5798923
Table Mountain|Ridge|California|The Dark Hole|35.9059282|-120.275687
Hoffman Point|Summit|California|Tucker Mountain|36.6920279|-119.1974503
Clark Point|Summit|California|Half Dome|37.724128|-119.5451787
Bald Mountain|Summit|California|Likely|41.1871116|-120.5579963
Anderson Mountain|Summit|California|Anderson Mountain|40.9930131|-120.6042564
Hermit Butte|Summit|California|Hermit Butte|41.3314241|-120.7816784
Knox Mountain|Summit|California|Knox Mountain|41.1815869|-120.6979981
Middle Ridge|Ridge|California|Ambrose Valley|41.1995203|-120.7758568
The Hat|Summit|California|Alturas|41.4759574|-120.6104901
The Three Sisters|Summit|California|Alturas|41.4520493|-120.6041942
Matterhorn Peak|Summit|California|Matterhorn Peak|38.09297|-119.3817903
Lightning Mountian|Summit|California|Dardanelles Cone|38.4485158|-119.7826651
Chiquito Ridge|Ridge|California|Shuteye Peak|37.3495118|-119.4279538
Coyote Rocks|Pillar|California|Yosemite Falls|37.814646|-119.5368306
Crooks Mountain|Summit|California|Horsecamp Mountain|37.372368|-119.7712492
Crown Point|Summit|California|Matterhorn Peak|38.1109585|-119.4576308
Fairview Dome|Summit|California|Tenaya Lake|37.8712744|-119.4038964
Fletcher Peak|Summit|California|Vogelsang Peak|37.7917821|-119.3357502
Mount Gibson|Summit|California|Hetch Hetchy Reservoir|37.9974341|-119.7006955
Globe Rock|Pillar|California|Little Shuteye Peak|37.4879957|-119.4173594
Grand Mountain|Summit|California|Ten Lakes|37.9115835|-119.5190427
Gray Peak|Summit|California|Merced Peak|37.6736678|-119.4187464
Grizzly Peak|Summit|California|Tower Peak|38.1920235|-119.6217428
Half Dome|Summit|California|Half Dome|37.7444023|-119.5340535
Hanna Mountain|Summit|California|Buckeye Ridge|38.1884393|-119.4858915
Mount Hoffmann|Summit|California|Yosemite Falls|37.8467118|-119.5106228
Hunewill Peak|Summit|California|Buckeye Ridge|38.1588783|-119.4434646
Jackass Butte|Summit|California|Piyau Dome|37.4826293|-119.3094106
Lower Brother|Pillar|California|Half Dome|37.7363148|-119.6143325
Madera Peak|Summit|California|Timber Knob|37.5376036|-119.3746297
Mammoth Peak|Summit|California|Vogelsang Peak|37.8554966|-119.2635036
Matthes Crest|Ridge|California|Tenaya Lake|37.8237454|-119.3972269
Merced Peak|Summit|California|Merced Peak|37.6348661|-119.3945562
Middle Brother|Pillar|California|Half Dome|37.74187|-119.6140551
Sawmill Ridge|Ridge|California|Buckeye Ridge|38.1659367|-119.3866062
Shuteye Peak|Summit|California|Shuteye Peak|37.3494806|-119.4279414
Split Pinnacle|Pillar|California|Half Dome|37.7340927|-119.6190549
Timber Knob|Summit|California|Timber Knob|37.5886284|-119.3003569
Washburn Point|Summit|California|Half Dome|37.7202248|-119.573098
Turner Ridge|Ridge|California|Mount Ingalls|39.9940905|-120.6273892
Sand Hill (historical)|Summit|California|Wallace|38.2190846|-120.948829
Acker Peak|Summit|California|Piute Mountain|38.1089443|-119.5096537
Devil Peak|Summit|California|Wawona|37.5292392|-119.7403731
Doghead Peak|Summit|California|Matterhorn Peak|38.0521977|-119.4302247
Double Rock|Summit|California|Ten Lakes|37.8995615|-119.5726141
Dusenbury Peak|Summit|California|Eagle Peak|41.3444348|-120.1888608
Dutschke Hill|Summit|California|Ione|38.366785|-120.9944375
Mount Eaton|Summit|California|Tuolumne|37.9399201|-120.2290432
Ehrnbeck Peak|Summit|California|Tower Peak|38.1373708|-119.5154861
Palmer Mountain|Summit|California|Sphinx Lakes|36.7477116|-118.5692523
Mount Palmer|Summit|California|Grapevine Peak|36.9068426|-117.1331313
Pettit Peak|Summit|California|Falls Ridge|37.9851936|-119.4801528
Picket Guard Peak|Summit|California|Mount Kaweah|36.5766088|-118.4722102
Chocolate Mountain|Summit|California|Chocolate Mountain|37.4089635|-117.9280754
Piute Mountain|Summit|California|Piute Mountain|38.0335256|-119.5480958
Polly Dome|Summit|California|Tenaya Lake|37.8543803|-119.4498174
Mount Prater|Summit|California|Split Mountain|37.0367929|-118.4347054
Price Peak|Summit|California|Piute Mountain|38.0643576|-119.530979
Quarry Peak|Summit|California|Matterhorn Peak|38.0450846|-119.4193289
Quarter Domes|Summit|California|Yosemite Falls|37.7598306|-119.5074457
Quartzite Peak|Summit|California|Merced Peak|37.7156548|-119.42542
Sacate Ridge|Ridge|California|Sacate Ridge|36.9087083|-119.2183975
Sawtooth Ridge|Ridge|California|Matterhorn Peak|38.0928617|-119.3818073
Schofield Peak|Summit|California|Tiltill Mountain|38.0941638|-119.676262
Sentinel Dome|Summit|California|Half Dome|37.7229939|-119.5843494
Sentinel Rock|Pillar|California|Half Dome|37.7288151|-119.594331
Mount Shinn|Summit|California|Ward Mountain|37.2122999|-118.9194828
Sierra Point|Summit|California|Half Dome|37.7276186|-119.5551481
Simmons Peak|Summit|California|Vogelsang Peak|37.7607004|-119.2943677
Sing Peak|Summit|California|Sing Peak|37.5539119|-119.387499
Smith Peak|Summit|California|Hetch Hetchy Reservoir|37.9266845|-119.7351406
Peñon Blanco Ridge|Ridge|California|Moccasin|37.7708252|-120.2999439
Snow Peak|Summit|California|Piute Mountain|38.1155943|-119.5713751
Mount Starr King|Summit|California|Half Dome|37.7027935|-119.5175919
Mount Stewart|Summit|California|Triple Divide Peak|36.5696651|-118.5546552
Sugar Loaf|Summit|California|Reconnaissance Peak|39.8406811|-120.3297709
Suicide Ridge|Ridge|California|Matterhorn Peak|38.0816572|-119.459587
Sunrise Mountain|Summit|California|Tenaya Lake|37.7968207|-119.4485154
Table Mountain|Summit|California|Mount Brewer|36.659904|-118.4737038
Devils Den|Pillar|California|Sawtooth Ridge|35.7377404|-120.0468061
Discovery Ridge|Ridge|California|La Cima|36.0353159|-120.0966948
Double Hill|Summit|California|La Cima|36.045835|-120.1007759
Drillers Ridge|Ridge|California|Kettleman Plain|35.9791173|-120.0174819
El Arco|Ridge|California|Avenal Gap|35.7835121|-119.9180286
El Caballete|Ridge|California|Los Viejos|35.9021802|-119.9823396
El Hocico|Ridge|California|Avenal|36.0916218|-120.1926414
El Lobo|Summit|California|Kettleman Plain|35.9940464|-120.0383068
El Pájaro|Summit|California|La Cima|36.0040473|-120.0954679
El Piso|Summit|California|La Cima|36.0024495|-120.0606788
El Serrijón|Ridge|California|La Cima|36.0256786|-120.0710013
El Tolete|Summit|California|La Cima|36.0252619|-120.0654874
El Vejón|Summit|California|Avenal Gap|35.7818817|-119.8924074
Panorama Point|Summit|California|Panorama Hills|35.1794056|-119.7106925
Paradise Peak|Summit|California|Silver City|36.4772471|-118.6973482
Paradise Ridge|Ridge|California|Silver City|36.4771608|-118.6973053
Parejo Hill|Summit|California|Los Viejos|35.9005412|-119.9393759
Parkinson Peak|Summit|California|Maturango Peak|36.1016327|-117.4872725
Pilot Knob|Summit|California|Pilot Knob|35.3972681|-117.2263172
Pintojo Ridge|Ridge|California|Avenal Gap|35.8742066|-119.9370656
Sampson Peak|Summit|California|Idria|36.408719|-120.7040489
San Benito Mountain|Summit|California|San Benito Mountain|36.3696395|-120.6445376
Santa Rita Peak|Summit|California|Santa Rita Peak|36.346756|-120.6018215
Sawtooth Ridge|Ridge|California|Sawtooth Ridge|35.7025812|-120.1004714
Shale Point|Ridge|California|Shale Point|35.5998411|-119.9743093
Slims Peak|Summit|California|Ballarat|36.0170283|-117.1316238
Spellacy Hill|Ridge|California|Maricopa|35.1248689|-119.4778864
Standard Hill|Summit|California|Mojave|35.0071889|-118.1742299
Straw Peak|Summit|California|Pilot Knob Valley West|35.6208615|-117.191935
Striped Butte|Summit|California|Manly Peak|35.9485581|-117.0719834
Amelia Earhart Peak|Summit|California|Vogelsang Peak|37.786393|-119.2882249
Andrews Peak|Summit|California|Tiltill Mountain|38.0393425|-119.6794763
Avalanche Peak|Summit|California|The Sphinx|36.7655008|-118.582331
Barton Peak|Summit|California|Sphinx Lakes|36.6916016|-118.5991015
Basket Dome|Summit|California|Yosemite Falls|37.7632763|-119.5510817
Black Kaweah|Summit|California|Triple Divide Peak|36.5453837|-118.5158296
Mount Bolton Brown|Summit|California|Split Mountain|37.0461295|-118.4410291
Mount Broderick|Summit|California|Half Dome|37.7335319|-119.5351485
Buena Vista Crest|Ridge|California|Sing Peak|37.610937|-119.4568206
Bunnell Point|Summit|California|Merced Peak|37.7390646|-119.4671742
Caltech Peak|Summit|California|Mount Brewer|36.6884149|-118.3904881
Cathedral Peak|Summit|California|Tenaya Lake|37.8478289|-119.4056214
Catheys Mountain|Summit|California|Catheys Valley|37.4691167|-120.0647318
Center Mountain|Summit|California|Buckeye Ridge|38.1443949|-119.489284
Cerro Bonito|Ridge|California|Llanada|36.5484832|-120.9016589
Chittenden Peak|Summit|California|Piute Mountain|38.0983383|-119.6189768
Mount Clark|Summit|California|Merced Peak|37.6963726|-119.4286126
Clouds Rest|Summit|California|Tenaya Lake|37.7678248|-119.4891962
Cockscomb|Ridge|California|Tenaya Lake|37.8354931|-119.3846848
Colby Mountain|Summit|California|Ten Lakes|37.9111972|-119.5393845
Cold Mountain|Summit|California|Falls Ridge|37.9502106|-119.4275216
Columbia Rock|Pillar|California|Half Dome|37.746592|-119.6029436
Mount Conness|Summit|California|Tioga Pass|37.967053|-119.3213951
Craig Peak|Summit|California|Tower Peak|38.129239|-119.5591941
Illilouette Ridge|Ridge|California|Half Dome|37.6977005|-119.5780552
Indian Ridge|Ridge|California|Yosemite Falls|37.7825655|-119.5514963
Indian Rock|Summit|California|Yosemite Falls|37.782555|-119.5514662
Mount Inyo|Summit|California|New York Butte|36.7352018|-117.9856942
Johnson Peak|Summit|California|Vogelsang Peak|37.8351337|-119.3488657
Mount Jordan|Summit|California|Mount Brewer|36.6822482|-118.449785
Kaweah Peaks Ridge|Ridge|California|Mount Kaweah|36.5260268|-118.4785312
Mount Kaweah|Summit|California|Mount Kaweah|36.5260095|-118.4785526
Kern Point|Summit|California|Mount Kaweah|36.5966848|-118.4448914
Kern Ridge|Ridge|California|Mount Brewer|36.6302119|-118.4757946
Keyes Peak|Summit|California|Tower Peak|38.1395248|-119.5916118
Kings-Kern Divide|Ridge|California|Mount Brewer|36.6965813|-118.3920172
Le Conte Point|Summit|California|Hetch Hetchy Reservoir|37.9462709|-119.7069542
Leavitt Peak|Summit|California|Sonora Pass|38.2861122|-119.6512289
Lembert Dome|Summit|California|Tioga Pass|37.8818984|-119.3470244
Liberty Cap|Summit|California|Half Dome|37.7285576|-119.5324562
Lion Rock|Summit|California|Triple Divide Peak|36.5823477|-118.5419872
Lippincott Mountain|Summit|California|Triple Divide Peak|36.5211685|-118.5631057
Moraine Dome|Summit|California|Merced Peak|37.7431542|-119.490216
Moraine Mountain|Summit|California|Sing Peak|37.5913522|-119.4538252
Moraine Ridge|Ridge|California|Tiltill Mountain|38.0273655|-119.7259571
Negro Hill|Summit|California|Catheys Valley|37.4757832|-120.0178297
Night Cap Peak|Summit|California|Sonora Pass|38.3075003|-119.6911863
North Dome|Summit|California|Yosemite Falls|37.7568642|-119.5599806
North Peak|Summit|California|Tioga Pass|37.982191|-119.3150718
Observation Peak|Summit|California|Observation Peak|40.774125|-120.1715299
Ostrander Rocks|Summit|California|Half Dome|37.6927527|-119.5935469
Ragged Peak|Summit|California|Tioga Pass|37.9328728|-119.3534151
Rancheria Mountain|Summit|California|Ten Lakes|37.969605|-119.6006824
Rattlesnake Butte|Summit|California|Rattlesnake Butte|41.4409492|-120.7322351
Reconnaissance Peak|Summit|California|Reconnaissance Peak|39.8724114|-120.308725
Red Peak|Summit|California|Merced Peak|37.6537248|-119.4094953
Redtop|Summit|California|Sing Peak|37.5459246|-119.4029799
Richardson Peak|Summit|California|Tiltill Mountain|38.0837003|-119.6926396
Roop Mountain|Summit|California|Roop Mountain|40.4637661|-120.8063751
Royal Arches|Pillar|California|Half Dome|37.746592|-119.566275
Rushing Mountain|Summit|California|Keystone|37.8284595|-120.5683494
Bailey Ridge|Ridge|California|Piute Mountain|38.0732467|-119.622103
Bald Mountain|Summit|California|Downieville|39.5066699|-120.8303822
Kibbie Ridge|Ridge|California|Kibbie Lake|38.0900648|-119.8364867
Temple Crag|Summit|California|Split Mountain|37.1097185|-118.4913271
Tenaya Peak|Summit|California|Tenaya Lake|37.8285222|-119.4432344
The Dardanelles|Summit|California|Dardanelles Cone|38.4045611|-119.8719574
The Thumb|Summit|California|Split Mountain|37.07148|-118.4459775
The Three Chimneys|Summit|California|Dardanelle|38.2532586|-119.8016833
Thunder Mountain|Summit|California|Mount Brewer|36.6689524|-118.4757769
Tiltill Mountain|Summit|California|Tiltill Mountain|38.0282233|-119.6659398
Mount Tinemaha|Summit|California|Split Mountain|37.0363142|-118.3963669
Triple Divide Peak|Summit|California|Triple Divide Peak|36.5928837|-118.5307556
Tulloch Mountain|Summit|California|New Melones Dam|37.8827773|-120.5626019
Tuolumne Peak|Summit|California|Falls Ridge|37.8752464|-119.4846804
Verdi Peak|Summit|California|Boca|39.472374|-120.0396315
Virginia Peak|Summit|California|Dunderberg Peak|38.0658507|-119.3578929
Vogelsang Peak|Summit|California|Vogelsang Peak|37.7773653|-119.3495213
Volunteer Peak|Summit|California|Matterhorn Peak|38.0060856|-119.4884021
Ward Mountain|Summit|California|Ward Mountain|37.2205514|-118.8944816
Washington Column|Pillar|California|Half Dome|37.7485363|-119.5598859
Mount Watkins|Summit|California|Yosemite Falls|37.7828327|-119.5176494
Wells Peak|Summit|California|Piute Mountain|38.1225214|-119.528628
Wells Peak|Summit|California|Lost Cannon Peak|38.3965489|-119.5834468
Wheeler Peak|Summit|California|Tiltill Mountain|38.1003756|-119.7319471
White Mountain Peak|Summit|California|White Mountain Peak|37.6340283|-118.2556316
Whorl Mountain|Summit|California|Matterhorn Peak|38.0741212|-119.3834283
Wildcat Point|Summit|California|Falls Ridge|37.9282847|-119.4428426
Anticline Ridge|Ridge|California|Joaquin Rocks|36.3043952|-120.403221
Avenal Ridge|Ridge|California|Tent Hills|35.8390416|-120.1791089
Broken Hill|Summit|California|Los Viejos|35.9731956|-119.980592
Bullwheel Ridge|Ridge|California|Kettleman Plain|35.983647|-120.0083159
Butterbredt Peak|Summit|California|Pinyon Mountain|35.3837029|-118.1535889
Cascajo Hill|Summit|California|Avenal Gap|35.7835137|-119.9179638
Castle Butte|Summit|California|California City South|35.114061|-117.8778323
Castle Rocks|Summit|California|Silver City|36.4960687|-118.7024237
Cerro del Sur|Summit|California|Avenal Gap|35.7646774|-119.8898228
Cerro Romualdo|Summit|California|San Luis Obispo|35.3141911|-120.7268075
Cerro San Luis Obispo|Summit|California|San Luis Obispo|35.2827476|-120.6805015
Chumash Peak|Summit|California|San Luis Obispo|35.3075746|-120.7066751
Condon Peak|Summit|California|Santa Rita Peak|36.3170881|-120.618125
Conglomerate Mesa|Summit|California|Nelson Range|36.5042257|-117.7394754
Conifer Ridge|Ridge|California|Silver City|36.4725855|-118.7041127
La Aleta|Ridge|California|La Cima|36.0094975|-120.0489163
La Ceja|Ridge|California|La Cima|36.0582827|-120.0895909
La Cima|Summit|California|La Cima|36.0038556|-120.0570676
La Loba|Ridge|California|La Cima|36.0246898|-120.080681
La Lomera|Ridge|California|Avenal|36.0507892|-120.1377675
La Lomica|Summit|California|Los Viejos|35.9493248|-119.9595904
La Luneta|Summit|California|Avenal|36.0769034|-120.187738
La Morra|Summit|California|Los Viejos|35.9179368|-119.9934556
La Muralla|Ridge|California|La Cima|36.0007302|-120.0290494
La Oveja|Summit|California|Kettleman Plain|35.9843597|-120.0629872
La Palomera|Summit|California|La Cima|36.0064072|-120.0264253
La Tusa|Ridge|California|La Cima|36.0223286|-120.081766
Loma Atravesada|Ridge|California|Santa Rita Peak|36.3569783|-120.5350425
Los Morones|Ridge|California|Avenal Gap|35.7657489|-119.9124706
Morro Rock|Summit|California|Morro Bay South|35.3692913|-120.8676243
Mustang Hill|Summit|California|Los Viejos|35.9818413|-119.9857996
Nicolls Peak|Summit|California|Woolstalf Creek|35.6196363|-118.2978013
Orchard Peak|Summit|California|Orchard Peak|35.7382063|-120.133784
Red Buttes|Summit|California|Saltdale NW|35.4295824|-117.907724
Red Hill|Summit|California|Solo Peak|36.0668516|-118.6267442
Reef Ridge|Ridge|California|The Dark Hole|35.999329|-120.3539097
Tent Hills|Ridge|California|Tent Hills|35.8482894|-120.1582704
Toms Hill|Summit|California|Cross Mountain|35.3373851|-118.1620073
Tucki Mountain|Summit|California|Emigrant Canyon|36.4994523|-117.1300437
Mount Abbot|Summit|California|Mount Abbot|37.3863529|-118.7848306
Ackerson Mountain|Summit|California|Ackerson Mountain|37.8382929|-119.8677579
Acrodectes Peak|Summit|California|Mount Clarence King|36.8606857|-118.3751609
Adams Peak|Summit|California|Constantia|39.9105844|-120.1001047
Mount Agassiz|Summit|California|North Palisade|37.1118775|-118.5307554
Mount Aggie|Summit|California|Convict Lake|37.5457798|-118.8426788
Airola Peak|Summit|California|Dardanelles Cone|38.4575146|-119.8154249
Mount Alma|Summit|California|Mount Fillmore|39.6531601|-120.8561962
Alta Peak|Summit|California|Lodgepole|36.5904927|-118.6634176
Anderson Peak|Summit|California|Norden|39.2590339|-120.2971744
Andesite Peak|Summit|California|Norden|39.351027|-120.3666004
Andesite Ridge|Ridge|California|Norden|39.3510104|-120.3665789
Angora Peak|Summit|California|Echo Lake|38.8670578|-120.0730365
Antelope Mountain|Summit|California|River Spring|37.8912136|-118.5546247
Antelope Mountain|Summit|California|Antelope Mountain|40.5921575|-120.9103032
Arlington Heights|Summit|California|Crescent Mills|40.0519914|-120.8896821
Armstrong Hill|Summit|California|Caldor|38.5421265|-120.3843329
Arnot Peak|Summit|California|Dardanelles Cone|38.4728253|-119.7596305
Arrow Peak|Summit|California|Mount Pinchot|36.9285214|-118.4908809
Arrow Ridge|Ridge|California|Mount Pinchot|36.9285334|-118.4908475
Artist Point|Summit|California|El Capitan|37.7121443|-119.6748774
Ash Peaks|Summit|California|Giant Forest|36.5251265|-118.8486656
Ashurst Mountain|Summit|California|Champs Flat|40.7399507|-120.9812913
Babbitt Peak|Summit|California|Dog Valley|39.602339|-120.1057231
Babcock Peak|Summit|California|Babcock Peak|40.0931919|-120.5993763
Bachs Creek Ridge|Ridge|California|Quincy|39.8857435|-120.9239383
Backbone Mountain|Summit|California|Auberry|37.0738366|-119.4648612
Mount Bago|Summit|California|Mount Clarence King|36.7699936|-118.4380879
Baker Divide|Ridge|California|Foresthill|39.0566511|-120.7720074
Bald Hill|Summit|California|Georgetown|38.8758227|-120.8529784
Bald Hill|Summit|California|Pegleg Mountain|40.4079571|-120.9422313
Bald Mountain|Summit|California|Luckett Mountain|36.7660196|-119.2032651
Bald Mountain|Summit|California|Auberry|37.0620971|-119.4003945
Bald Mountain|Summit|California|Crestview|37.7838148|-118.9012371
Bald Mountain|Summit|California|Ackerson Mountain|37.8554501|-119.7904854
Bald Mountain|Summit|California|Columbia SE|38.0081844|-120.363151
Bald Mountain|Summit|California|Devils Nose|38.4194184|-120.4420834
Bald Mountain|Summit|California|Pyramid Peak|38.7666133|-120.2220357
Bald Mountain|Summit|California|Goodyears Bar|39.5751008|-120.8985069
Bald Ridge|Ridge|California|Haypress Valley|39.5234717|-120.5232818
Bald Rock|Pillar|California|Fish Camp|37.4832715|-119.6984911
Ball Dome|Summit|California|Mount Silliman|36.6830424|-118.7041673
Balloon Dome|Summit|California|Balloon Dome|37.4646767|-119.2266281
Baltic Ridge|Ridge|California|Tragedy Spring|38.6428659|-120.2426806
Bandarita Ridge|Ridge|California|Buckhorn Peak|37.7078352|-120.0581345
Banner Mountain|Summit|California|Chicago Park|39.245723|-120.9654678
Banner Peak|Summit|California|Mount Ritter|37.696442|-119.1947426
Mount Barcroft|Summit|California|Mount Barcroft|37.5821456|-118.2481509
Barker Peak|Summit|California|Homewood|39.0794793|-120.2389193
Mount Barnard|Summit|California|Mount Williamson|36.6284032|-118.3215994
Barnes Mountain|Summit|California|Dinkey Creek|37.0118797|-119.2487235
Barney Ridge|Ridge|California|Caldor|38.536328|-120.4554616
Basin Mountain|Summit|California|Mount Tom|37.2961432|-118.6604094
Basin Peak|Summit|California|Independence Lake|39.3822872|-120.3641225
Bath Mountain|Summit|California|Matterhorn Peak|38.0581826|-119.4648651
Mount Baxter|Summit|California|Kearsarge Peak|36.8614378|-118.3622199
Bear Butte|Summit|California|Huntington Lake|37.2438285|-119.1353931
Bear Creek Spire|Summit|California|Mount Hilgard|37.3680534|-118.7676077
Bear Dome|Summit|California|Florence Lake|37.3302774|-118.9508753
Bear Mountain|Summit|California|Ascension Mountain|37.8552646|-119.890019
Bear Mountain|Summit|California|Orange Cove North|36.746716|-119.279826
Bear Ridge|Ridge|California|Graveyard Peak|37.378629|-118.9292554
Beartrap Mountain|Summit|California|Mount Fillmore|39.7209517|-120.8092027
Beckwourth Peak|Summit|California|Portola|39.7731283|-120.4322084
Big Baldy Ridge|Ridge|California|General Grant Grove|36.6720584|-118.8823277
Big Grizzly Mountain|Summit|California|Kinsley|37.7179277|-119.89572
Big Hill|Summit|California|Riverton|38.8423336|-120.4072754
Big Hill|Summit|California|Johnsville|39.8323905|-120.7210636
Big Hill Ridge|Ridge|California|Riverton|38.8423301|-120.4072947
Big Mountain|Summit|California|Omo Ranch|38.5765182|-120.5049319
Bigelow Peak|Summit|California|Emigrant Lake|38.1491375|-119.62799
Billy Hill|Summit|California|Hobart Mills|39.4282472|-120.1819829
Black Divide|Ridge|California|Mount Goddard|37.1022056|-118.6487299
Black Giant|Summit|California|Mount Goddard|37.1022388|-118.6487071
Black Hawk Mountain|Summit|California|Emigrant Lake|38.2059705|-119.708986
Black Mountain|Summit|California|Mount Clarence King|36.8091478|-118.3780119
Black Mountain|Summit|California|Auberry|37.012918|-119.4521682
Black Mountain|Summit|California|Buckhorn Peak|37.667165|-120.0068542
Black Mountain|Summit|California|Glass Mountain|37.8185376|-118.634582
Black Mountain|Summit|California|Dunderberg Peak|38.038688|-119.2786795
Black Mountain|Summit|California|Cisco Grove|39.2824417|-120.6070358
Black Mountain|Summit|California|Ferris Creek|40.1170195|-120.3181272
Black Mountain|Summit|California|Gallatin Peak|40.5936289|-120.7292802
Black Peak|Summit|California|Dogtooth Peak|37.1818116|-119.0507661
Black Point|Summit|California|Musick Mountain|37.2382861|-119.2598534
Black Point|Summit|California|Negit Island|38.0279327|-119.0969955
Black Rock|Pillar|California|Patterson Mountain|36.9302243|-119.0509466
Blackcap Mountain|Summit|California|Blackcap Mountain|37.0719858|-118.7935793
Blacktop Peak|Summit|California|Koip Peak|37.7937286|-119.1961395
Blackwood Ridge|Ridge|California|Homewood|39.0897586|-120.1943955
Blanco Mountain|Summit|California|Blanco Mountain|37.4657183|-118.1630395
Blind Spring Hill|Ridge|California|Benton|37.7646267|-118.4833736
Bloody Mountain|Summit|California|Bloody Mountain|37.5605545|-118.9067592
Blue Canyon Peak|Summit|California|Mount Goddard|37.0283146|-118.7093892
Blue Mountain|Summit|California|Pyramid Peak|38.8485702|-120.1977405
Blue Nose Mountain|Summit|California|Blue Nose Mountain|39.7742845|-120.8112384
Bonta Ridge|Ridge|California|Blairsden|39.8320157|-120.6112222
Boreal Ridge|Ridge|California|Norden|39.3301276|-120.3446107
Bowman Mountain|Summit|California|Graniteville|39.4330172|-120.6299227
Mount Bradley|Summit|California|Mount Williamson|36.7286434|-118.3387174
Brady Mountain|Summit|California|Cisco Grove|39.3539964|-120.6033606
Brisco Butte|Summit|California|Adin|41.1509833|-120.9061721
Brown Cone|Summit|California|Balloon Dome|37.4049382|-119.2326112
Brown Mountain|Summit|California|Loon Lake|38.988607|-120.2881275
Brown Peak|Summit|California|El Portal|37.6363828|-119.8040675
Brush Creek Ridge|Ridge|California|Pike|39.4912427|-120.9073902
Brush Ridge|Ridge|California|Jawbone Ridge|37.7823542|-120.0518626
Buck Mountain|Summit|California|Emerson Peak|41.1388123|-120.1838799
Buck Ridge|Ridge|California|Martis Peak|39.3349999|-120.0682973
Buck Rock|Summit|California|Muir Grove|36.7371392|-118.8606221
Buckeye Mountain|Summit|California|Ahwahnee|37.2994683|-119.7233775
Buckeye Point|Summit|California|Georgetown|38.9831883|-120.8148295
Buckeye Ridge|Ridge|California|Washington|39.2601882|-120.8606158
Buckhorn Peak|Summit|California|Buckhorn Peak|37.6638383|-120.1239751
Buckingham Ridge|Ridge|California|Downieville|39.5414551|-120.7538252
Bucks Peak|Summit|California|Blanco Mountain|37.4797097|-118.1356216
Buena Vista Peak|Summit|California|Mariposa Grove|37.5939248|-119.517896
Bunker Hill|Summit|California|Bunker Hill|39.0493616|-120.3805045
Bunker Hill|Summit|California|Mount Fillmore|39.6656572|-120.8342057
